الشكل جميل فقط, 0 '
'اكثر من رائع وكان تعامل المندوب في قمه الذوق, 1 '
'قديمه وتحل على اليدين للاسف اللون الازرق لايلامس شيء حتى يحل عليه ويعلم عليه, 0 '
'جيدة والبائع كذلك جيد ويستحق الاشادة, 1 '
'ممتاز وسعر مميز, 0 '
'رائع لكن يفضل علي البائع سرعة التوصيل, 1 '
'السلعة ممتازة ولكن التسليم كان متأخرا جدا بعد ستة عشر يوما من الشراء واللون أصفر و ليس أسود كما هو مكتوب في وصف السلعة, 1 '
'منتج جميل وعملي والسعر عادل, 1 '
'انصح كل من يرد ثلاثة في واحد ياخذ هذا المنتج, 1 '
'لا انصح بها أبدا و صعبة الاستخدام لسوء صنعها, 0 '
'سىئ جدا اشتريت جهازين ولاهي شغاله الرجاء الأمانه والمصداقيه في صلاحيتها, 0 '
'ضعيفه جدا ومستوى جزء الدوران عالى جدا عن الارضيه وشكلها انها خامه لا تستحمل, 0 '
'للاسف مكتوب انه الشحن يدوم الى عشر ساعات وقت الاستخدام وانا ما طولت معاي اكثر من ٥ ساعات مع العلم اني ما استخدمها الا بالسياره وقت انزل اطفيها والشئ الثاني مكتوب على الكرتون انها تشبك على جهازين بوقت واحد وللاسف مو صحيح هالكلام وبعد الاستخدام تحسفت اني شريتها بهالسعر لو اني ماخذ العاديه افضل لانه شحنها يطول ونأسف على الاطاله, 0 '
'سلعة ممتازه للغاية من جميع النواحي جودة عالية سعر رخيص وحسن تعامل من سوق كوم, 1 '
'الموبايل ده لو انت بتحب الشكل و كده و مش هامك السرعة اشتريه بس لو بتلعب جيمز و كده بلاش احسن, 0 '
'مناسبه ووسعرها جيد بالنسبه للسوق وكمان ناسبت عيونى ولم تسبب لى اي حساسيه مثل الانواع الاخرى التى استخدمتها سابقا شكرا للسوق و للبائع بصراحه روعه, 1 '
'سماعة رديئة الجودة ولا انصح باقتنائها لو انت من هواة الصوت النقى, 0 '
'سلبيه للغايه وليس لها اي قيكة وتعمل على بطء عملية الشحن, 0 '
'إيجابيات و سلبيات عصارة البرتقال مع خاصية التقطيع الرائعة من أوربت, 1 '
'هذا القرص ممتاز فهو سريع في نقل الملفات بفضل تقنية 3, 1 '
'شنطة جميلة وأنيقة وسعرها مناسب جدا, 0 '
'سيء للغاية يكفي أنه مقلد, 0 '
'في اعتقادي انه ضعيف ولن يتحمل الشد ارفع من حبل الغسيل, 0 '
'لايوجد تقييم للمنتج, 0 '
'صناعة سامسونج, 1 '
'اريد معرفة هل بالجهاز كاميرا لاستخدام السكايب ام لا و في حالة لا هل يمكن تركيب كاميرا و سعرها كام يرجى سرعة الرد لشراء الجهاز, 0 '
'منج سىء, 0 '
'لا بأس بها, 0 '
'القطعة ممتازة وصغيرة الحجم وسهلة الاستخدام في تشخيص الاعطال انصح باستخدامها من الجميع ووصلت القطعة في زمن قياسي, 1 '
'جائتني شحنتي قبل امس وشغلت الماكينة اشتغلت قلت شكلها ممتاز وللاسف جيت اشغلها ثاني يوم علقت المكينة بالداخل تعمل والمقصات معلقة لا تعمل وللاسف طبعا سلعة سيئة, 0 '
'تحمي الجنوط السيارة وتحميها من المواد التي تلصقبها لفتره طويلة وتزيد من لمعانها وتظهرها جديدة والشحن كان لفتره قياسيه واشكركم لحسن التعامل مع عملائكم تحياتي لكم ابوتركي, 1 '
'السلعة أكثر من رائعة بالنسبة لي ومصنوع من خامة ممتازة و أنيق جدا ومن أجمل ما قمت بشرائه على متجر سوق كوم الرائع, 1 '
'سلعة رديئة للغاية وندمت اشد الندم اني اشترتها وانصح بعدم اقتناء هذه السلعة, 0 '
'غير عملية بالمرة وغير مطابق للمواصفات وبطيئة جداجدا كما لم تاتي بالملحفات الخاصة بها, 0 '
'جيد وممتعه وسهلة الاستخدام وحملهاا خفيفه, 1 '
'سيئ جدا جدا جدا ولم استفيد به نهائيا, 0 '
'لا انصح بيها, 0 '
'الشريط الداخلي يطلع من مكانه وتتوسع المحفظة وتصير بدون فائدة, 0 '
'هذه السلعه ممتازة جدا وفريدة من نوعها, 1 '
'للأسف اشتريت اكثر من ملصق حائط لكن ما أكاد الصقهم وبعد دقيقه يفك لصقها, 0 '
'البائع طلبت منه اكثر من عملة وصلتني اليوم عملة القطب المتجمد الجنوبي وأرسلي هدية البائع محترم والموقع سوقكوممحترم وأكثر من مرة طلبت سلع وآرامكس التزمو بالوقت اشكر البائع, 1 '
'لم تؤثر على الخدوش ولم يختفي الخدش مثل ماذكر بل دعايه للحصول على المال فقط حيث اني استخدمتها للخدوش ولم الاحظ أي تغير على الخدوش, 0 '
'مصابيح أمامية قوية لتوفير رؤية واضحة لا يوجد بها اي مصابيح مجرد لستكرات فقط, 0 '
'اشتريت 6 حبات هدايا للأقارب, 1 '
'يريح الام العضلات والظهر, 1 '
'شكرا لك ع مصداقيتك, 1 '
'ممتازة سهلة التركيب, 1 '
'بقاء الرائحة يدوم لخمس دقائق أو أقل, 0 '
'سلعه جيده جدا, 1 '
'يوجد عيوب فى التصنيع خامة رديئة ولا انصح بشرائها, 0 '
'قد يكون جيد ولكن لاتبدو جديده, 0 '
'ممتاز جدا ويعمل بالبطاريات وشكلة متناسق وجميل, 1 '
'منتج صينى وخامته رديئة و لم تعمل الالوان المضيئة بعد فترة صغيرة من شرائه ولا يمكن التحكم فى انسيابية الماء وميزته فقط انه يقوم بتغير الالوان المضيئة حسب درجة الحرارة, 0 '
'سلعة متناسبه مع سعرها فهي جديده في أسواق الخليج واتمني اجراء التطوير والتحديث عليها حتي يتم الاستفادة منها من قبل اكبر شريحه من الناس, 1 '
'روائح جميلة, 1 '
'هذا المنتج قديم جدا و لا يناسب ايباد اير, 0 '
'البظاعه في كيس عادي لم توضع في نفس كيسها لاصلي دليل ان البظاعه مغشوشه حسبي الله ونعم الوكيل وتاخرت مره اخذت 17 يوم, 0 '
'مضروبة, 0 '
'تقشير خلايا الجلد الميتة خلال اسبوعين ممتازة جدا, 1 '
'الساعة زجاجها مخدش ومكسور ولاتعمل, 0 '
'بصراحه لاتستحق قيمتها وجودتها غير عاليه, 0 '
'خامة يابانية ممتازة وعالية الجودة, 1 '
'إيجابيات و سلبيات ماكينة غزل بنات, 0 '
'بعد تجربة السلعه اتشح انها لاتجدي نفعا في اي حال سواء كان الكيس رقيقا او سمسكا, 0 '
'منتج سيئ للغايه ولما اشتريتو اشتغل يومين وبعدها باسظ مش راضى يشتغل بمعنى ان انا دفعت فلوس علي الفاضى, 0 '
'سلعه جدا رائعه وانصح بها لكل من يملك ايباد وايفون, 1 '
'سهل الاستخدام ودقيق اعطاني نفس نتائج الورش, 1 '
'جيد جدا انا معجب بهذه السلعة وشكرا لكم والأحسن أنها من الستينلز ستيل غير قابلة للصداء, 1 '
'انها بلاستيك غير قابلة للكسر بسهولة وشكلها المتميز وسهل التعامل معها حجمها الصغير يفضل ان يتوفر منها الاثنا عشر, 1 '
'البائع شخص صادق في الوصف ومبدع في التغليف والتوصيل سريع جدا والاسعار اكثر من ممتازة انصح بالتعامل معه بشدة ويكفي ان السلعه من مكة المكرمة, 1 '
'البلاستيك المصنوعة منه معاد تصنيعه كماأني استلمتها مكسورة من الأعلى لكنها جميلة وتناسب اطعمة الاطفال, 0 '
'ماتستاهل سعره, 0 '
'سلعه مميزه وجودتها عاليه والتصمميمات مميزه ولا اروع نشكركم علي توفير السلع عالية الجوده وننتظر المزيد, 1 '
'صراحة رووووعة, 0 '
'راائعه, 1 '
'سىء, 0 '
'كبل اتش دي عادي معرفش حتي يشغل اللاب ولا لا, 0 '
'سيئه, 0 '
'لاباس بها, 0 '
'صناعة رديئة, 0 '
'الحرارة ممتازة والفرش جدا عملية, 1 '
'رائحته خفيفة جدا وثباته غير مرضي, 0 '
'السلعه سيئة وغير قابله للاستخدام باي شكل من الاشكال لوجود عيوب صناعه خطيره بها في الخامات والتفصيل حيث بمجرد لبسها تتقطع وتنفصل جميع اجزاءها ولا يمكن اصلاحها نهائيااا وارجو ارسال اي فني لمعاينتها بنفسه ولاتصلح لجميع المقاساات, 0 '
